Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1505,15.211267605633802,24,164.28646464646465,100,43,100,0.1
larger_population,1364,17.930204572803852,19,191.39733668341708,200,100,100,0.15
more_generations,1502,14.659090909090908,29,218.9428282828283,100,61,200,0.1
aggressive_mutation,1357,21.515326778484674,55,193.01414141414142,100,100,100,0.3
large_tournament,1393,23.33516785910842,15,177.46828282828284,100,34,100,0.1
balanced_large,1356,22.602739726027394,51,201.9145728643216,200,84,200,0.2
