Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,662,14.690721649484537,27,27.674949494949495,100,46,100,0.1
larger_population,632,21.29514321295143,26,29.84678391959799,200,45,100,0.15
more_generations,632,17.92207792207792,27,24.226666666666667,100,46,200,0.1
aggressive_mutation,646,19.148936170212767,11,24.776363636363637,100,48,100,0.3
large_tournament,650,13.563829787234042,11,28.46727272727273,100,30,100,0.1
balanced_large,639,11.862068965517242,10,29.71889447236181,200,47,200,0.2
