Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1039,18.31761006289308,42,52.47070707070707,100,73,100,0.1
larger_population,1039,14.41515650741351,15,57.6443216080402,200,56,100,0.15
more_generations,1058,12.344656172328087,26,51.16323232323232,100,45,200,0.1
aggressive_mutation,1064,13.142857142857142,32,58.85939393939394,100,51,100,0.3
large_tournament,1060,17.765709852598913,12,43.60484848484848,100,31,100,0.1
balanced_large,1039,14.344600164880461,18,58.65507537688442,200,37,200,0.2
