Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1242,22.857142857142858,17,44.284646464646464,100,36,100,0.1
larger_population,1185,23.300970873786408,42,42.85321608040201,200,83,100,0.15
more_generations,1179,19.850441876274644,34,48.05434343434344,100,53,200,0.1
aggressive_mutation,1141,26.623794212218648,35,43.79575757575758,100,95,100,0.3
large_tournament,1207,22.82608695652174,23,36.34,100,42,100,0.1
balanced_large,1160,24.03405370006549,42,44.6348743718593,200,61,200,0.2
