Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,974,11.855203619909501,22,135.88040404040404,100,100,100,0.1
larger_population,947,14.37613019891501,45,152.9005025125628,200,64,100,0.15
more_generations,983,16.41156462585034,43,147.76484848484847,100,62,200,0.1
aggressive_mutation,957,16.199649737302977,6,174.9779797979798,100,66,100,0.3
large_tournament,1074,5.872042068361086,16,128.00363636363636,100,35,100,0.1
balanced_large,984,14.657415437987858,17,135.61497487437185,200,50,200,0.2
