Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,2057,19.742489270386265,51,150.06242424242424,100,99,100,0.1
larger_population,2086,19.334880123743233,53,158.97522613065325,200,72,100,0.15
more_generations,2135,12.320328542094455,27,158.3680808080808,100,76,200,0.1
aggressive_mutation,2080,15.857605177993527,31,177.62363636363636,100,50,100,0.3
large_tournament,2197,12.678855325914148,59,160.0129292929293,100,78,100,0.1
balanced_large,1955,22.66613924050633,14,144.2978391959799,200,109,200,0.2
