Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1090,14.375490966221523,9,43.38363636363636,100,50,100,0.1
larger_population,1026,20.403413498836308,27,52.710452261306536,200,46,100,0.15
more_generations,1065,14.112903225806454,24,49.8979797979798,100,43,200,0.1
aggressive_mutation,1079,19.537658463832962,26,46.31979797979798,100,45,100,0.3
large_tournament,1080,13.94422310756972,20,41.3979797979798,100,39,100,0.1
balanced_large,1083,15.78538102643857,60,46.6564824120603,200,79,200,0.2
