Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1383,13.128140703517587,27,206.2490909090909,100,63,100,0.1
larger_population,1319,15.611004478566858,35,202.61015075376883,200,94,100,0.15
more_generations,1270,21.846153846153847,49,199.43474747474747,100,86,200,0.1
aggressive_mutation,1262,23.42233009708738,56,213.37818181818182,100,100,100,0.3
large_tournament,1254,23.25581395348837,24,188.94363636363636,100,100,100,0.1
balanced_large,1272,20.45028142589118,60,195.456783919598,200,79,200,0.2
