Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,4484,23.48122866894198,44,310.06929292929294,100,80,100,0.1
larger_population,4701,17.192178967764665,37,340.9302512562814,200,77,100,0.15
more_generations,4933,15.006891798759476,20,330.47252525252526,100,65,200,0.1
aggressive_mutation,4371,23.69064245810056,22,264.80626262626265,100,91,100,0.3
large_tournament,4311,24.566929133858267,37,293.5357575757576,100,80,100,0.1
balanced_large,4584,17.271250676773146,93,311.73849246231157,200,129,200,0.2
