Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,4592,18.146167557932262,27,297.44363636363636,100,46,100,0.1
larger_population,4428,19.97108259533707,52,288.6475376884422,200,71,100,0.15
more_generations,4418,23.458073458073457,30,301.9977777777778,100,101,200,0.1
aggressive_mutation,4694,17.02315715043309,26,327.8872727272727,100,77,100,0.3
large_tournament,4272,25.922717033443078,79,299.4880808080808,100,100,100,0.1
balanced_large,4432,22.16368106779066,58,266.47613065326635,200,147,200,0.2
