Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,2768,14.830769230769231,16,144.21353535353535,100,35,100,0.1
larger_population,2425,21.875,50,150.88663316582915,200,69,100,0.15
more_generations,2425,24.85280446234893,51,149.13070707070707,100,148,200,0.1
aggressive_mutation,2475,23.6346806541191,44,155.36585858585858,100,100,100,0.3
large_tournament,2609,18.823895457373986,21,142.17818181818183,100,65,100,0.1
balanced_large,2401,18.994601889338732,40,172.62532663316583,200,118,200,0.2
