Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1223,22.54591513616213,32,51.8420202020202,100,51,100,0.1
larger_population,1259,16.78783873099802,35,49.96306532663316,200,54,100,0.15
more_generations,1152,27.50157331655129,70,39.0959595959596,100,89,200,0.1
aggressive_mutation,1202,24.259609325771898,8,51.17656565656566,100,100,100,0.3
large_tournament,1368,15.398886827458256,32,44.295353535353534,100,51,100,0.1
balanced_large,1191,25.46933667083855,49,43.53743718592965,200,68,200,0.2
