Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,4600,20.935029219663114,72,313.76262626262627,100,91,100,0.1
larger_population,4443,24.116140051238258,73,324.0923618090452,200,100,100,0.15
more_generations,4564,18.310363343475927,47,284.4787878787879,100,87,200,0.1
aggressive_mutation,4845,16.666666666666664,58,300.46484848484846,100,77,100,0.3
large_tournament,4453,22.353966870095903,64,225.3860606060606,100,100,100,0.1
balanced_large,4284,25.61208543149852,132,270.4600502512563,200,178,200,0.2
