Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1117,24.73045822102426,36,44.497979797979795,100,55,100,0.1
larger_population,1163,16.511127063890882,16,53.74356783919598,200,35,100,0.15
more_generations,1195,18.15068493150685,31,55.636161616161615,100,50,200,0.1
aggressive_mutation,1177,12.425595238095239,32,54.18767676767677,100,51,100,0.3
large_tournament,1189,18.0,16,39.39939393939394,100,35,100,0.1
balanced_large,1056,25.21246458923513,34,41.304070351758796,200,53,200,0.2
