Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1092,21.43884892086331,38,47.746464646464645,100,57,100,0.1
larger_population,1119,19.66977745872218,33,49.51457286432161,200,66,100,0.15
more_generations,1092,22.9901269393512,31,52.12868686868687,100,68,200,0.1
aggressive_mutation,1081,26.161202185792348,22,54.85575757575758,100,86,100,0.3
large_tournament,1058,26.476719944405836,19,45.86464646464646,100,100,100,0.1
balanced_large,1084,22.516082916368834,17,43.03718592964824,200,36,200,0.2
