Parameter Set,Best Fitness,Improvement %,Convergence Gen,Final Diversity,Population Size,Executions,Generations,Mutation Rate
baseline,1660,12.585571353343866,28,103.96323232323232,100,47,100,0.1
larger_population,1577,18.795056642636457,35,110.34527638190954,200,100,100,0.15
more_generations,1605,18.81638846737481,36,102.83090909090909,100,68,200,0.1
aggressive_mutation,1647,16.055045871559635,36,142.81070707070708,100,55,100,0.3
large_tournament,1595,19.076610857432776,56,93.20969696969696,100,99,100,0.1
balanced_large,1501,24.64859437751004,36,106.24834170854271,200,98,200,0.2
